mass_A
t	x	y
0.0	-0.23396732440922652	0.1376377356107497
0.03336666666666667	-0.23760152699230097	0.1402855996177721
0.06673333333333334	-0.2359467434178028	0.13915980551855828
0.10010000000000001	-0.2292635743142139	0.13370861507364576
0.13346666666666668	-0.21799817319152687	0.1258272992943809
0.16683333333333333	-0.2018782421825227	0.11527101852396421
0.20020000000000002	-0.17958101986901814	0.103583699001391
0.23356666666666667	-0.1492971903799451	0.09094768289786731
0.26693333333333336	-0.10685322648795964	0.0799367051599209
0.3003	-0.04618317140565581	0.07508246933845769
0.33366666666666667	0.022491502837705624	0.08483722755240294
0.3670333333333334	0.07163696824491783	0.10264530204159877
0.40040000000000003	0.10378805446454209	0.11997997236996352
0.4337666666666667	0.12542821823359718	0.13483003628358342
0.46713333333333334	0.13963632941115478	0.1463862916027899
0.5005000000000001	0.1484434286862295	0.15417503376255007
0.5338666666666667	0.1527732996265918	0.15838214826897273
0.5672333333333334	0.15275833028985486	0.1584521248695997
0.6006	0.1484328567419234	0.15419155541629526
0.6339666666666667	0.13886678850750256	0.145651084751276
0.6673333333333333	0.12285694799080593	0.13290174585094366
0.7007000000000001	0.09747336335667178	0.11609689336936388
0.7340666666666668	0.05761595923612317	0.09647632507957035
0.7674333333333334	-0.004311503576525211	0.07881784047509252
0.8008000000000001	-0.07222283234558219	0.0756418166002425
0.8341666666666667	-0.1215986599425315	0.08311645022161016
0.8675333333333334	-0.15673115486545197	0.0939146907187787
0.9009000000000001	-0.18274129104810938	0.10514017251771696
0.9342666666666667	-0.20267076273105405	0.11595562931039943
0.9676333333333333	-0.21747298229689532	0.1254331807904024
1.0010000000000001	-0.22762618371121862	0.13281361434915914
1.0343666666666667	-0.2333016909263731	0.13710051412230242
1.0677333333333334	-0.23393435332526963	0.13762177720295313
1.1011	-0.2285447672557117	0.13337980259056015
1.1344666666666667	-0.21519967976373905	0.12383128973176669
1.1678333333333333	-0.19053214851952965	0.10889321971797972
1.2012	-0.14790945521462096	0.09045163182788207
1.2345666666666668	-0.0837128302574312	0.07636613409916393
1.2679333333333334	-0.025044837198890058	0.07631747683066767
1.3013000000000001	0.01742060792395017	0.08367847686764696
1.3346666666666667	0.04960354755856222	0.09341735714060445
1.3680333333333334	0.07524572476377911	0.10414502730494737
1.4014000000000002	0.0961373394442665	0.11529297721846757
1.4347666666666667	0.11331309473903373	0.1258592539096703
1.4681333333333335	0.12638688906774243	0.13538075181096879
1.5015	0.13494835400142913	0.14208011448576918
1.5348666666666668	0.13816945386356783	0.1448126888915737
1.5682333333333334	0.13458128273645353	0.14182059861325633
1.6016000000000001	0.12222595995825147	0.13212064729477585
1.6349666666666667	0.09614752270087501	0.11503674994295368
1.6683333333333334	0.048516150094845556	0.09267831425202741
1.7017	-0.012826039921419341	0.07762828287027901
1.7350666666666668	-0.060065231433718	0.07521055699125404
1.7684333333333335	-0.0941992025515821	0.07791361359789584
1.8018000000000003	-0.12063231121348605	0.08290009055186598
1.8351666666666668	-0.14217858597054317	0.08891386651109565
1.8685333333333334	-0.16047529503388153	0.09542678672140373
1.9019000000000001	-0.1759258708627477	0.10195160388173047
1.9352666666666667	-0.18817401804491402	0.10815814437840718
1.9686333333333335	-0.1965888141084342	0.11256828362329757
2.0020000000000002	-0.19996597475175298	0.11466314756913992
2.0353666666666665	-0.19684050471681785	0.11277790686663833
2.0687333333333333	-0.18476252890519318	0.10617677943278461
2.1021	-0.1592197745828065	0.094857759065785
2.135466666666667	-0.11284532480445836	0.08085503037174349
2.1688333333333336	-0.051277562893116524	0.07512092383132066
2.2022	-0.0045977019708891564	0.07903268785163353
2.2355666666666667	0.026142138966726902	0.08584843468847617
2.2689333333333335	0.04762705176448889	0.09268943993257595
2.3023000000000002	0.06329194120803883	0.09867918613080301
2.3356666666666666	0.07529834301950467	0.10397687542890213
2.3690333333333333	0.08461128757560243	0.10860901930625186
2.4024	0.09150960448325496	0.11252138374137144
2.435766666666667	0.09608945475778996	0.11508301617981465
2.4691333333333336	0.0973135777286862	0.11581725998060172
2.5025	0.09448363651232128	0.11416737077235309
2.5358666666666667	0.08549729047929111	0.10929983828576803
2.5692333333333335	0.06770345667017041	0.10071510565483077
2.6026000000000002	0.03577619547559274	0.08855270942938001
2.635966666666667	-0.017667747141604906	0.0768075081520658
2.6693333333333333	-0.07804339018985201	0.07613434949423797
2.7027	-0.1185304711130522	0.08257000044889468
2.736066666666667	-0.1433283655443751	0.08947400531701327
2.7694333333333336	-0.15823672764833968	0.09469935652288924
2.8028000000000004	-0.16667726836573427	0.09815426740205044
2.8361666666666667	-0.17056637857456203	0.09979046149975854
2.8695333333333335	-0.17106433068093968	0.09999888196493414
2.9029000000000003	-0.16895483828014074	0.09918609437891046
2.936266666666667	-0.16457553816325415	0.09734192334092975
2.9696333333333333	-0.1575628917692411	0.09446512765544701
3.003	-0.14697372345995396	0.09072452753602767
3.036366666666667	-0.1309846509323419	0.08583643234759422
3.0697333333333336	-0.10675694146314219	0.08014426240384542
3.1031	-0.06939085792795635	0.07558108383703138
3.1364666666666667	-0.013404197842285914	0.07754750041312536
3.1698333333333335	0.04227280100622599	0.09068488560685795
3.2032000000000003	0.07676731986512475	0.10489617146759783
3.236566666666667	0.09581383933293308	0.1149718249874647
3.2699333333333334	0.1049153762891325	0.12048860175857382
3.3033	0.10686865685892588	0.12166206884747768
3.336666666666667	0.10365367148867499	0.11954211746729332
3.3700333333333337	0.09659006002934567	0.11527231685531969
3.4034	0.08623380182314488	0.10974399054928047
3.4367666666666667	0.0731552633959126	0.10339447778512822
3.4701333333333335	0.057087454927117864	0.09646117444050528
3.5035000000000003	0.03718521656825868	0.0894333067516419
3.536866666666667	0.011099008072881555	0.08224913409690746
3.5702333333333334	-0.02507046660518486	0.07670164945223804
3.6036000000000006	-0.07646434918060796	0.07603015009092912
3.636966666666667	-0.13487834416974176	0.08684104615090496
3.6703333333333337	-0.17434394606644715	0.1018304692611981
3.7037	-0.19629191612314606	0.11299826056132081
3.7370666666666668	-0.20661744890318307	0.11919887794669043
3.7704333333333335	-0.2087272108743609	0.12046975900510443
3.8038000000000003	-0.20437202693427758	0.11769131001743213
3.837166666666667	-0.1946682448458817	0.11202804751926818
